Z_SCORE	ID_STUDY	GENE_NAME
-0.147	377	LAT2
-0.17	377	LATS2
-0.208	377	LAX1
-0.285	377	LAYN
-0.222	377	LBH
-0.334	377	LBP
-0.174	377	LBR
-0.11	377	LBX1
-0.313	377	LBX2
-0.194	377	LCA5
-0.16399999999999998	377	LCA5L
-0.231	377	LCAT
0.0	377	LCE1A
-0.107	377	LCE1B
0.0	377	LCE1C
0.0	377	LCE1D
-0.247	377	LCE1E
0.0	377	LCE1F
-0.086	377	LCE2A
-0.086	377	LCE2B
-0.08	377	LCE2C
0.0	377	LCE2D
0.0	377	LCE3A
0.0	377	LCE3B
-0.079	377	LCE3C
-0.076	377	LCE3D
-0.24	377	LCE3E
0.0	377	LCE4A
-0.122	377	LCE5A
0.0	377	LCE6A
-0.285	377	LCK
-0.241	377	LCLAT1
-0.21	377	LCMT1
-0.07400000000000001	377	LCMT2
0.0	377	LCN1
-0.27	377	LCN10
-0.304	377	LCN12
-0.139	377	LCN15
-0.192	377	LCN2
-0.292	377	LCN6
-0.292	377	LCN8
0.0	377	LCN9
-0.292	377	LCNL1
-0.239	377	LCORL
-0.244	377	LCP1
-0.193	377	LCP2
-0.263	377	LCT
-0.207	377	LCTL
-0.123	377	LDB1
-0.304	377	LDB2
-0.162	377	LDB3
-0.094	377	LDHA
-0.278	377	LDHAL6A
-0.305	377	LDHAL6B
-0.07	377	LDHB
-0.397	377	LDHC
-0.37	377	LDHD
-0.256	377	LDLR
-0.081	377	LDLRAD1
-0.272	377	LDLRAD2
-0.382	377	LDLRAD3
-0.238	377	LDLRAP1
-0.339	377	LDOC1
-0.106	377	LDOC1L
-0.294	377	LEAP2
-0.396	377	LECT1
0.0	377	LECT2
-0.409	377	LEF1
-0.189	377	LEFTY1
-0.19	377	LEFTY2
-0.238	377	LEKR1
-0.071	377	LELP1
-0.18	377	LEMD1
-0.131	377	LEMD2
0.013	377	LEMD3
-0.336	377	LENEP
-0.108	377	LENG1
0.008	377	LENG8
-0.093	377	LEO1
-0.183	377	LEP
-0.267	377	LEPR
-0.221	377	LEPRE1
-0.263	377	LEPREL1
-0.34600000000000003	377	LEPREL2
-0.104	377	LEPROT
-0.08900000000000001	377	LEPROTL1
-0.022	377	LETM1
-0.154	377	LETM2
-0.11	377	LETMD1
0.0	377	LEUTX
-0.322	377	LFNG
-0.28	377	LGALS1
-0.35600000000000004	377	LGALS12
0.0	377	LGALS13
-0.279	377	LGALS14
-0.425	377	LGALS2
-0.38	377	LGALS3
-0.365	377	LGALS3BP
-0.206	377	LGALS4
-0.237	377	LGALS7
-0.061	377	LGALS8
-0.139	377	LGALS9
-0.215	377	LGI1
-0.365	377	LGI2
-0.157	377	LGI3
-0.313	377	LGI4
-0.277	377	LGMN
-0.395	377	LGR4
-0.173	377	LGR5
-0.14	377	LGR6
-0.369	377	LGSN
-0.308	377	LHB
-0.118	377	LHCGR
-0.355	377	LHFP
-0.609	377	LHFPL1
-0.231	377	LHFPL2
-0.344	377	LHFPL3
-0.242	377	LHFPL4
-0.209	377	LHPP
-0.29100000000000004	377	LHX2
-0.421	377	LHX3
-0.053	377	LHX4
-0.112	377	LHX5
-0.364	377	LHX6
-0.075	377	LHX8
-0.087	377	LHX9
-0.194	377	LIAS
-0.244	377	LIF
-0.312	377	LIFR
-0.069	377	LIG1
0.016	377	LIG3
-0.049	377	LIG4
-0.35100000000000003	377	LILRA1
-0.319	377	LILRA2
-0.265	377	LILRA4
-0.403	377	LILRA5
-0.29	377	LILRB1
-0.364	377	LILRB2
-0.395	377	LILRB4
-0.298	377	LILRB5
-0.458	377	LIM2
-0.097	377	LIMA1
-0.292	377	LIMCH1
-0.109	377	LIMD1
-0.133	377	LIMD2
-0.243	377	LIME1
-0.212	377	LIMK1_ENST00000538333
-0.107	377	LIMK2
-0.245	377	LIMS1
-0.273	377	LIMS2
-0.39	377	LIMS3
-0.416	377	LIN28A
-0.16699999999999998	377	LIN28B
-0.138	377	LIN37
-0.091	377	LIN52
-0.134	377	LIN54
-0.503	377	LIN7A
-0.282	377	LIN7B
-0.037000000000000005	377	LIN7C
-0.252	377	LINGO1
-0.29	377	LINGO2
-0.251	377	LINGO3
-0.384	377	LINGO4
-0.213	377	LIPA
-0.3720000000000001	377	LIPC
-0.156	377	LIPE
-0.342	377	LIPF
-0.355	377	LIPG
-0.14400000000000002	377	LIPH
-0.342	377	LIPI
-0.612	377	LIPJ
-0.107	377	LIPK
-0.16699999999999998	377	LIPM
-0.434	377	LIPN
-0.149	377	LIPT1
-0.208	377	LIPT2
-0.199	377	LITAF
-0.264	377	LIX1
-0.065	377	LIX1L
-0.205	377	LL0XNC01-237H1_1
-0.237	377	LLGL2
-0.209	377	LLPH
-0.069	377	LMAN1
-0.223	377	LMAN1L
-0.246	377	LMAN2
-0.07400000000000001	377	LMAN2L
-0.205	377	LMBR1
-0.064	377	LMBR1L
-0.228	377	LMBRD1
-0.07200000000000001	377	LMBRD2
-0.166	377	LMCD1
-0.103	377	LMF1
-0.093	377	LMF2
-0.293	377	LMLN
-0.4	377	LMNA
-0.08	377	LMNB2
-0.206	377	LMO1
-0.139	377	LMO2
-0.34700000000000003	377	LMO3
-0.196	377	LMO4
-0.319	377	LMO7
-0.264	377	LMOD1
-0.209	377	LMOD2_ENST00000458573
-0.212	377	LMOD3
-0.2	377	LMTK2
-0.252	377	LMTK3_ENST00000270238
-0.179	377	LMX1A
-0.278	377	LMX1B
-0.185	377	LNP1
-0.111	377	LNPEP
-0.32	377	LNX1
-0.179	377	LNX2
-0.237	377	LOC158572
-0.304	377	LOC223075
-0.215	377	LOC284023
-0.263	377	LOC286467
0.043	377	LOC347376
-0.194	377	LOC401052
-0.161	377	LOC401588
-0.156	377	LOC440354
-0.33	377	LOC440925
-0.191	377	LOC440944
-0.079	377	LOC442425
-0.25	377	LOC541473
-0.079	377	LOC81691
-0.324	377	LOC91807
-0.18600000000000005	377	LOC92249
-0.239	377	LOH12CR1
-0.171	377	LOH12CR2
-0.087	377	LONP1
0.003	377	LONP2
-0.21	377	LONRF1
-0.163	377	LONRF2
-0.253	377	LONRF3_ENST00000371628
-0.191	377	LOR
-0.273	377	LOX
-0.422	377	LOXHD1
-0.312	377	LOXL1
-0.185	377	LOXL2
-0.289	377	LOXL3
-0.35700000000000004	377	LOXL4
-0.383	377	LPA
-0.377	377	LPAL2
-0.364	377	LPAR1
-0.248	377	LPAR2
-0.171	377	LPAR3
-0.474	377	LPAR4
-0.275	377	LPAR5
-0.326	377	LPAR6
-0.194	377	LPCAT1
-0.231	377	LPCAT2
-0.16	377	LPCAT3
-0.242	377	LPCAT4
-0.114	377	LPGAT1
-0.301	377	LPHN1
-0.337	377	LPHN2
-0.349	377	LPHN3
-0.234	377	LPIN1
-0.108	377	LPIN2
-0.211	377	LPIN3
-0.292	377	LPL
-0.414	377	LPO
-0.153	377	LPP
-0.279	377	LPPR2
-0.353	377	LPPR4
-0.054000000000000006	377	LPXN
-0.16899999999999998	377	LRAT
-0.227	377	LRBA
-0.154	377	LRCH1
-0.232	377	LRCH2
0.042	377	LRCH3
-0.147	377	LRCH4
-0.175	377	LRFN1
-0.17600000000000002	377	LRFN2
-0.339	377	LRFN3
-0.199	377	LRFN4
-0.299	377	LRFN5
-0.392	377	LRG1
-0.332	377	LRGUK
-0.284	377	LRIG1_ENST00000383703
-0.012	377	LRIG2
-0.162	377	LRIG3
-0.11	377	LRIT1
-0.272	377	LRIT2
-0.194	377	LRIT3
-0.16	377	LRMP
-0.376	377	LRP1
-0.172	377	LRP10
-0.35600000000000004	377	LRP11
-0.108	377	LRP12
-0.295	377	LRP1B
-0.306	377	LRP2
-0.276	377	LRP2BP
-0.325	377	LRP3
-0.304	377	LRP4
-0.14800000000000002	377	LRP5
-0.166	377	LRP5L
-0.493	377	LRP6
-0.116	377	LRP8
-0.259	377	LRPAP1
-0.09	377	LRPPRC
-0.058	377	LRRC1
-0.302	377	LRRC10
-0.26	377	LRRC10B
0.128	377	LRRC14
-0.21	377	LRRC14B
-0.16399999999999998	377	LRRC15
-0.403	377	LRRC16A_ENST00000329474
-0.32	377	LRRC16B
-0.416	377	LRRC17
-0.261	377	LRRC18
-0.313	377	LRRC19
-0.338	377	LRRC2
-0.2	377	LRRC20
-0.282	377	LRRC23
-0.231	377	LRRC24
-0.406	377	LRRC25
-0.43	377	LRRC26
-0.219	377	LRRC27
-0.34700000000000003	377	LRRC28
-0.18	377	LRRC29
-0.171	377	LRRC3
0.0	377	LRRC30
-0.34600000000000003	377	LRRC31
-0.223	377	LRRC32
-0.212	377	LRRC33
-0.218	377	LRRC34
-0.306	377	LRRC36
-0.049	377	LRRC37A
-0.039	377	LRRC37A2
-0.177	377	LRRC37A3
-0.05	377	LRRC37B
-0.259	377	LRRC39
-0.197	377	LRRC3B
-0.36	377	LRRC4
-0.197	377	LRRC40
-0.035	377	LRRC41
-0.15	377	LRRC42
-0.279	377	LRRC43
-0.263	377	LRRC45
-0.198	377	LRRC46
-0.065	377	LRRC47
-0.18	377	LRRC48_ENST00000411504
-0.397	377	LRRC49
-0.292	377	LRRC4B
-0.41	377	LRRC4C
-0.136	377	LRRC52
-0.264	377	LRRC55
-0.292	377	LRRC56
-0.154	377	LRRC57
-0.255	377	LRRC58
-0.117	377	LRRC59
-0.217	377	LRRC6
-0.201	377	LRRC61
-0.326	377	LRRC66
-0.18	377	LRRC7
-0.147	377	LRRC8A
-0.173	377	LRRC8B
-0.18	377	LRRC8C
-0.076	377	LRRC8D
-0.219	377	LRRC8E
-0.172	377	LRRCC1
-0.126	377	LRRFIP1
-0.068	377	LRRFIP2
-0.191	377	LRRIQ1_ENST00000393217
-0.253	377	LRRIQ3
-0.289	377	LRRIQ4
-0.08800000000000001	377	LRRK1_ENST00000388948
-0.335	377	LRRK2_ENST00000298910
-0.249	377	LRRN1
-0.349	377	LRRN2
-0.268	377	LRRN3
-0.249	377	LRRN4
-0.319	377	LRRN4CL
-0.115	377	LRRTM1
-0.311	377	LRRTM2
-0.208	377	LRRTM3_ENST00000361320
-0.262	377	LRRTM4
-0.113	377	LRSAM1
-0.173	377	LRTM1
-0.388	377	LRTM2
-0.061	377	LRTOMT
-0.194	377	LRWD1
-0.211	377	LSAMP
-0.01	377	LSG1
-0.118	377	LSM1
-0.119	377	LSM10
-0.189	377	LSM11
-0.202	377	LSM12
-0.076	377	LSM14A
-0.026	377	LSM14B
-0.116	377	LSM2
-0.215	377	LSM3
-0.282	377	LSM4
-0.269	377	LSM5
-0.182	377	LSM6
-0.199	377	LSM7
-0.391	377	LSMD1
-0.161	377	LSP1
-0.257	377	LSR
-0.056	377	LSS
-0.309	377	LST1_ENST00000438075
-0.275	377	LTA
-0.252	377	LTA4H
-0.282	377	LTB
-0.263	377	LTB4R
-0.315	377	LTBP1
-0.312	377	LTBP2
-0.23	377	LTBR
-0.341	377	LTC4S
-0.26	377	LTF
-0.41	377	LTK
-0.201	377	LTV1
-0.174	377	LUC7L
-0.086	377	LUC7L2
-0.177	377	LUC7L3
-0.155	377	LUM
-0.057	377	LUZP1
-0.213	377	LUZP2
0.0	377	LUZP4
-0.316	377	LUZP6
-0.223	377	LXN
-0.197	377	LY6D
-0.2	377	LY6E
-0.102	377	LY6G5B
-0.205	377	LY6G5C
-0.265	377	LY6G6C
-0.246	377	LY6G6D
-0.366	377	LY6G6E
-0.248	377	LY6G6F
-0.213	377	LY6H
-0.14	377	LY6K
-0.091	377	LY75
-0.31	377	LY86
-0.277	377	LY9
-0.34600000000000003	377	LY96
-0.227	377	LYAR
-0.233	377	LYG1
-0.272	377	LYG2
-0.14400000000000002	377	LYL1
-0.192	377	LYN
-0.27	377	LYNX1
-0.29600000000000004	377	LYPD1
-0.257	377	LYPD2
-0.292	377	LYPD3
-0.277	377	LYPD4
-0.305	377	LYPD5
-0.415	377	LYPD6
-0.31	377	LYPD6B
-0.149	377	LYPLA1
-0.136	377	LYPLA2
-0.16399999999999998	377	LYPLAL1
-0.259	377	LYRM1
-0.092	377	LYRM2
-0.12	377	LYRM4
-0.104	377	LYRM5
-0.28600000000000003	377	LYRM7
-0.105	377	LYSMD1
-0.218	377	LYSMD2
-0.054000000000000006	377	LYSMD3
-0.258	377	LYSMD4
-0.353	377	LYST
-0.218	377	LYVE1
-0.426	377	LYZ
0.0	377	LYZL1
0.0	377	LYZL2
-0.191	377	LYZL4
-0.079	377	LZIC
-0.122	377	LZTFL1
-0.059	377	LZTR1
-0.257	377	LZTS1
-0.044	377	LZTS2
-0.162	377	M6PR
-0.263	377	MAB21L1
-0.308	377	MAB21L2
-0.429	377	MACC1
-0.181	377	MACF1
-0.232	377	MACROD1
-0.267	377	MACROD2
-0.203	377	MAD1L1
-0.253	377	MAD2L1
-0.108	377	MAD2L1BP
-0.246	377	MAD2L2
-0.259	377	MADCAM1
0.022	377	MADD
-0.058	377	MAEA
-0.325	377	MAEL
-0.335	377	MAF
-0.158	377	MAF1
-0.467	377	MAFA
-0.387	377	MAFB
-0.238	377	MAFF
-0.225	377	MAFG
-0.202	377	MAFK
-0.258	377	MAG
0.0	377	MAGEA1
-0.2	377	MAGEA10
0.0	377	MAGEA11
0.0	377	MAGEA12
0.0	377	MAGEA3
-0.116	377	MAGEA4
-0.337	377	MAGEA5
0.0	377	MAGEA6
-0.325	377	MAGEA8
-0.118	377	MAGEB1
0.0	377	MAGEB10
-0.116	377	MAGEB16_ENST00000399992
0.0	377	MAGEB18
-0.18	377	MAGEB2
0.0	377	MAGEB3
-0.118	377	MAGEB4
0.0	377	MAGEB6
-0.165	377	MAGEC1
-0.133	377	MAGEC3
-0.17	377	MAGED1
-0.212	377	MAGED2
-0.35200000000000004	377	MAGED4
-0.405	377	MAGED4B
-0.363	377	MAGEE1
-0.494	377	MAGEE2
-0.113	377	MAGEF1
-0.199	377	MAGEH1
-0.247	377	MAGEL2
-0.146	377	MAGI1
-0.279	377	MAGI2
-0.28300000000000003	377	MAGI3
-0.125	377	MAGOH
-0.221	377	MAGOHB
-0.087	377	MAGT1
-0.249	377	MAK
-0.15	377	MAK16
-0.243	377	MAL
-0.202	377	MALAT1
-0.331	377	MALL
-0.235	377	MALT1
-0.342	377	MAMDC2
-0.355	377	MAMDC4
-0.117	377	MAML1
-0.135	377	MAML2
-0.207	377	MAML3
-0.389	377	MAMLD1
-0.284	377	MAMSTR
-0.28600000000000003	377	MAN1A1
-0.149	377	MAN1A2
-0.179	377	MAN1B1
-0.314	377	MAN1C1
-0.228	377	MAN2A1
-0.113	377	MAN2A2
-0.196	377	MAN2B1
-0.17	377	MAN2B2
-0.135	377	MAN2C1
-0.047	377	MANBA
0.0	377	MANBAL
-0.125	377	MANEA
-0.29	377	MANEAL
-0.348	377	MANSC1
-0.295	377	MAOA
-0.326	377	MAOB
-0.358	377	MAP1A
-0.324	377	MAP1B
-0.298	377	MAP1LC3A
-0.274	377	MAP1LC3B
-0.17	377	MAP1LC3B2
-0.348	377	MAP1LC3C
-0.126	377	MAP1S
-0.251	377	MAP2
-0.318	377	MAP2K1
-0.122	377	MAP2K2
-0.149	377	MAP2K3
0.027000000000000003	377	MAP2K4
-0.219	377	MAP2K6
-0.127	377	MAP2K7
-0.138	377	MAP3K10
-0.045	377	MAP3K11
-0.232	377	MAP3K12
-0.239	377	MAP3K13
-0.382	377	MAP3K15
-0.222	377	MAP3K2
-0.251	377	MAP3K3
0.069	377	MAP3K4
-0.14300000000000002	377	MAP3K5
-0.349	377	MAP3K6
-0.032	377	MAP3K7
-0.28300000000000003	377	MAP3K8_ENST00000375322
-0.243	377	MAP3K9
-0.147	377	MAP4
-0.119	377	MAP4K1
-0.179	377	MAP4K3
-0.037000000000000005	377	MAP4K4
-0.111	377	MAP4K5
-0.33	377	MAP6
-0.29	377	MAP6D1
-0.259	377	MAP7
-0.093	377	MAP7D1
-0.229	377	MAP7D2
0.075	377	MAP7D3_ENST00000370663
-0.386	377	MAP9
-0.073	377	MAPK1
-0.404	377	MAPK11
-0.211	377	MAPK12
-0.172	377	MAPK13
-0.039	377	MAPK14
-0.32299999999999995	377	MAPK15_ENST00000395107
-0.17	377	MAPK1IP1L
-0.135	377	MAPK3
-0.195	377	MAPK6
-0.282	377	MAPK7
-0.064	377	MAPK8
-0.22	377	MAPK8IP1
-0.234	377	MAPK8IP2
-0.18	377	MAPK8IP3
-0.14300000000000002	377	MAPK9
0.014	377	MAPKAP1
-0.212	377	MAPKAPK2
0.17	377	MAPKAPK5_ENST00000551404
-0.315	377	MAPKBP1
-0.184	377	MAPRE1
-0.053	377	MAPRE2
-0.245	377	MAPRE3
-0.3670000000000001	377	MAPT
-0.403	377	MARCH1
-0.235	377	MARCH10
-0.151	377	MARCH11
-0.25	377	MARCH2
-0.305	377	MARCH3
-0.252	377	MARCH4
-0.171	377	MARCH5
-0.13	377	MARCH6
-0.054000000000000006	377	MARCH7
-0.222	377	MARCH8
-0.134	377	MARCH9
-0.371	377	MARCKS
-0.256	377	MARCKSL1
-0.233	377	MARCO
-0.274	377	MARK1
-0.073	377	MARK2
-0.101	377	MARK3
-0.058	377	MARK4
0.085	377	MARS
-0.187	377	MARS2
-0.068	377	MARVELD1
-0.452	377	MARVELD2
-0.254	377	MARVELD3
-0.305	377	MAS1
-0.14	377	MAS1L
-0.188	377	MASP1
-0.174	377	MASP2
-0.278	377	MAST1
-0.138	377	MAST3_ENST00000262811
-0.187	377	MAST4_ENST00000404260
-0.142	377	MASTL
-0.377	377	MAT1A
-0.046	377	MAT2A
-0.049	377	MAT2B
-0.177	377	MATK
-0.224	377	MATN1
-0.31	377	MATN2
-0.337	377	MATN3
-0.278	377	MATN4
-0.166	377	MATR3
0.021	377	MAVS
-0.109	377	MAZ
-0.329	377	MB
0.114	377	MBD1
-0.258	377	MBD2
-0.131	377	MBD3
-0.085	377	MBD3L1
0.0	377	MBD3L2
-0.076	377	MBD3L5
-0.098	377	MBD4
-0.174	377	MBD5
-0.125	377	MBD6
-0.07200000000000001	377	MBIP
-0.213	377	MBL2
-0.199	377	MBLAC1
-0.132	377	MBLAC2
-0.174	377	MBNL1
-0.059	377	MBNL2
-0.095	377	MBNL3
-0.218	377	MBOAT1
-0.3	377	MBOAT2
-0.309	377	MBOAT4
-0.141	377	MBOAT7
0.018000000000000002	377	MBP
-0.034	377	MBTD1_ENST00000586178
-0.14400000000000002	377	MBTPS1
0.0	377	MBTPS2
-0.265	377	MC1R
-0.114	377	MC2R
-0.13	377	MC3R
-0.335	377	MC4R
-0.21	377	MC5R
-0.255	377	MCAM
-0.233	377	MCAT
-0.292	377	MCC
-0.049	377	MCCC1
-0.006999999999999999	377	MCCC2
-0.461	377	MCCD1
-0.051	377	MCEE
-0.266	377	MCF2
-0.395	377	MCF2L
-0.269	377	MCF2L2
-0.085	377	MCFD2
-0.282	377	MCHR1
-0.113	377	MCHR2
-0.2	377	MCL1
-0.194	377	MCM10_ENST00000378694
-0.022	377	MCM3
0.177	377	MCM3AP
0.039	377	MCM4
-0.058	377	MCM5
-0.064	377	MCM6
-0.14	377	MCM7
0.001	377	MCM8
-0.112	377	MCM9
-0.257	377	MCOLN1
-0.227	377	MCOLN2
-0.349	377	MCOLN3
-0.052000000000000005	377	MCPH1
-0.067	377	MCRS1
-0.32	377	MCTP1
-0.191	377	MCTP2
-0.134	377	MCTS1
0.104	377	MDC1
-0.28300000000000003	377	MDFI
-0.189	377	MDFIC
-0.35700000000000004	377	MDGA1
-0.16899999999999998	377	MDGA2
-0.085	377	MDH1
-0.341	377	MDH1B
-0.21600000000000005	377	MDH2
-0.309	377	MDK
0.06	377	MDM1
-0.289	377	MDM2
-0.091	377	MDM4
-0.103	377	MDN1
-0.23	377	MDP1
-0.358	377	MDS2
-0.42	377	ME1
-0.08	377	ME2
-0.18600000000000005	377	ME3
-0.158	377	MEA1
-0.249	377	MEAF6
-0.102	377	MECP2
0.005	377	MECR
0.027000000000000003	377	MED1
-0.079	377	MED10
-0.138	377	MED11
-0.064	377	MED12
-0.399	377	MED12L
-0.085	377	MED13
-0.14400000000000002	377	MED13L
-0.124	377	MED14
-0.056	377	MED15
-0.134	377	MED16
-0.061	377	MED17
-0.058	377	MED18
-0.121	377	MED19
0.097	377	MED20
0.035	377	MED21
-0.056	377	MED22
-0.018000000000000002	377	MED23
-0.002	377	MED24
-0.159	377	MED25
-0.115	377	MED26
-0.109	377	MED27
-0.073	377	MED28
-0.097	377	MED29
-0.138	377	MED30
-0.181	377	MED31
-0.083	377	MED4
-0.14400000000000002	377	MED6
-0.104	377	MED7
0.052000000000000005	377	MED8_ENST00000290663
-0.243	377	MED9
-0.159	377	MEF2A_ENST00000354410
-0.136	377	MEF2B
-0.179	377	MEF2BNB-MEF2B
-0.219	377	MEF2C
-0.16899999999999998	377	MEF2D
-0.431	377	MEFV
-0.315	377	MEGF10
-0.361	377	MEGF11
-0.292	377	MEGF6
-0.403	377	MEGF9
-0.145	377	MEI1
-0.259	377	MEIG1
-0.332	377	MEIS1
-0.175	377	MEIS2
-0.113	377	MEIS3
-0.231	377	MELK
-0.117	377	MEMO1
0.063	377	MEN1
-0.34	377	MEOX1
-0.412	377	MEOX2
-0.212	377	MEP1A
-0.221	377	MEP1B
-0.211	377	MEPCE
-0.194	377	MEPE
-0.26	377	MERTK
-0.183	377	MESDC1
-0.122	377	MESDC2
-0.307	377	MESP1
-0.281	377	MESP2
-0.349	377	MEST
-0.218	377	MET
-0.059	377	METAP1
-0.141	377	METAP2
-0.38	377	METRN
-0.338	377	METRNL
-0.117	377	METTL1
-0.11	377	METTL10
-0.111	377	METTL11A
-0.134	377	METTL11B
0.046	377	METTL13
-0.076	377	METTL14
-0.037000000000000005	377	METTL2A_ENST00000311506
-0.126	377	METTL2B
0.039	377	METTL3
-0.091	377	METTL4
-0.215	377	METTL5
0.028	377	METTL6
-0.231	377	METTL7A
-0.303	377	METTL7B_ENST00000394252
-0.162	377	METTL8_ENST00000453846
-0.231	377	METTL9
-0.315	377	MEX3A_ENST00000532414
-0.27	377	MEX3B
-0.076	377	MEX3C
-0.327	377	MEX3D
0.0	377	MFAP1
-0.217	377	MFAP2
-0.134	377	MFAP3
-0.32	377	MFAP3L
-0.42	377	MFAP4
-0.31	377	MFAP5
0.023	377	MFF
-0.257	377	MFGE8
-0.142	377	MFHAS1
-0.274	377	MFI2
-0.035	377	MFN1
-0.084	377	MFN2
-0.155	377	MFNG
-0.174	377	MFSD1
-0.238	377	MFSD10
-0.132	377	MFSD11
-0.32	377	MFSD2A
-0.249	377	MFSD2B
-0.224	377	MFSD3
-0.273	377	MFSD4
-0.16399999999999998	377	MFSD5
-0.125	377	MFSD6
-0.285	377	MFSD6L
-0.309	377	MFSD7
-0.099	377	MFSD8
-0.04	377	MFSD9
-0.112	377	MGA
-0.39	377	MGAM_ENST00000473011
-0.271	377	MGAT1
-0.102	377	MGAT2
-0.28300000000000003	377	MGAT3
-0.221	377	MGAT4A
-0.204	377	MGAT4B
-0.106	377	MGAT4C
-0.09	377	MGAT5
-0.224	377	MGAT5B
-0.16899999999999998	377	MGC15476
0.0	377	MGC33530
-0.019	377	MGEA5
-0.236	377	MGLL
-0.191	377	MGMT
-0.341	377	MGP
-0.086	377	MGRN1
-0.339	377	MGST1
-0.16	377	MGST2
-0.13699999999999998	377	MGST3
-0.295	377	MIA
-0.467	377	MIA2
-0.013	377	MIA3
-0.069	377	MIB1
-0.197	377	MIB2
-0.107	377	MICA3_HUMAN
-0.207	377	MICAL1
-0.23	377	MICAL2
-0.212	377	MICALCL
-0.139	377	MICALL1
-0.295	377	MICALL2
-0.118	377	MICB
-0.262	377	MID1
-0.215	377	MID1IP1
-0.518	377	MID2_ENST00000262843
-0.17600000000000002	377	MIDN
-0.195	377	MIER1
-0.125	377	MIER2
-0.023	377	MIER3
-0.177	377	MIF
-0.229	377	MIF4GD
-0.16	377	MIIP
-0.006999999999999999	377	MINA
-0.135	377	MINK1_ENST00000355280
-0.273	377	MINPP1
0.062	377	MIOS
-0.58	377	MIOX
-0.267	377	MIP
-0.097	377	MIPEP
-0.195	377	MIPOL1
-0.166	377	MIS12
-0.182	377	MITD1
-0.253	377	MITF
-0.348	377	MIXL1
-0.161	377	MKI67
-0.113	377	MKI67IP
-0.02	377	MKKS
-0.109	377	MKL1
-0.113	377	MKL2
-0.177	377	MKLN1
-0.157	377	MKNK2
-0.111	377	MKRN1
0.075	377	MKRN2
-0.429	377	MKRN3
0.013	377	MKS1
-0.337	377	MKX
-0.255	377	MLANA
-0.207	377	MLC1
-0.069	377	MLEC
-0.317	377	MLF1
-0.27	377	MLF1IP
-0.217	377	MLF2
-0.01	377	MLH1
-0.073	377	MLH3
-0.171	377	MLKL
0.039	377	MLL4
-0.18	377	MLL5
-0.092	377	MLLT1
-0.069	377	MLLT10
-0.246	377	MLLT3
-0.251	377	MLLT4_ENST00000366806
-0.083	377	MLN
-0.35	377	MLNR
-0.14800000000000002	377	MLPH
-0.123	377	MLST8
-0.307	377	MLX
-0.114	377	MLXIP
-0.193	377	MLXIPL
-0.136	377	MLYCD
-0.15	377	MMAA
-0.115	377	MMAB
-0.061	377	MMACHC
-0.192	377	MMADHC
-0.124	377	MMD
-0.1	377	MMD2
-0.183	377	MME
-0.35600000000000004	377	MMEL1
-0.06	377	MMGT1
-0.126	377	MMP1
-0.156	377	MMP10
-0.331	377	MMP11
-0.182	377	MMP13
-0.43	377	MMP14
-0.3720000000000001	377	MMP15
-0.249	377	MMP16
-0.396	377	MMP17
-0.29100000000000004	377	MMP19
-0.4320000000000001	377	MMP2
0.0	377	MMP20
-0.198	377	MMP21
-0.313	377	MMP23B
-0.179	377	MMP24
-0.3720000000000001	377	MMP25
0.0	377	MMP26
-0.16399999999999998	377	MMP27
-0.103	377	MMP3
-0.151	377	MMP7
-0.279	377	MMP8
-0.334	377	MMP9
-0.231	377	MMRN1
0.0	377	MMS19
-0.387	377	MN1
-0.138	377	MNAT1
-0.259	377	MND1
-0.3670000000000001	377	MNDA
-0.141	377	MNS1
-0.187	377	MNT
-0.092	377	MNX1
-0.147	377	MOAP1
-0.103	377	MOB2
-0.275	377	MOBKL3
-0.391	377	MOBP
-0.21600000000000005	377	MOCOS
-0.313	377	MOCS1
-0.068	377	MOCS2
-0.042	377	MOCS3
-0.32299999999999995	377	MOG
-0.28300000000000003	377	MOGAT1_ENST00000446656
-0.158	377	MOGAT2
-0.246	377	MOGAT3
-0.07	377	MOGS
-0.129	377	MON1A
-0.058	377	MON1B
0.081	377	MON2
-0.353	377	MORC1
-0.015	377	MORC2
0.023	377	MORC3
-0.349	377	MORC4
-0.121	377	MORF4L1
-0.172	377	MORF4L2
-0.197	377	MORN1
-0.2	377	MORN2
-0.25	377	MORN3
-0.336	377	MORN4
-0.362	377	MORN5
-0.163	377	MOS
0.045	377	MOSPD1
-0.2	377	MOSPD2
-0.28	377	MOSPD3
-0.118	377	MOV10
-0.181	377	MOV10L1
-0.326	377	MOXD1
-0.32299999999999995	377	MPDU1
-0.218	377	MPDZ
-0.397	377	MPEG1
-0.115	377	MPG
-0.024	377	MPHOSPH10
-0.21	377	MPHOSPH6
-0.151	377	MPHOSPH8
-0.08199999999999999	377	MPHOSPH9
-0.07200000000000001	377	MPI
-0.359	377	MPL
-0.229	377	MPND
-0.41	377	MPO
-0.138	377	MPP1
-0.395	377	MPP3
-0.226	377	MPP4
-0.101	377	MPP5
-0.232	377	MPP6
-0.35	377	MPP7
0.017	377	MPPE1
-0.394	377	MPPED1
-0.219	377	MPPED2
-0.151	377	MPRIP
-0.158	377	MPST
-0.097	377	MPV17
-0.33	377	MPV17L
-0.206	377	MPV17L2_ENST00000599612
-0.183	377	MPZ
-0.052000000000000005	377	MPZL1
-0.247	377	MPZL2
-0.243	377	MPZL3
