Z_SCORE	ID_STUDY	GENE_NAME
-0.262	377	CBS
-0.261	377	CBWD2
-0.233	377	CBWD3
-0.458	377	CBWD7
-0.023	377	CBX1
-0.173	377	CBX2
-0.159	377	CBX3
-0.262	377	CBX4
-0.041	377	CBX5
-0.13699999999999998	377	CBX6
-0.212	377	CBX7
-0.165	377	CBX8
-0.055	377	CBY1
-0.045	377	CC2D1A
-0.081	377	CC2D1B
-0.309	377	CC2D2A
-0.21	377	CC2D2B
-0.044	377	CCAR1
-0.365	377	CCBE1
-0.116	377	CCBL1
-0.052000000000000005	377	CCBL2
-0.207	377	CCBL2_ENST00000370491
-0.353	377	CCBP2
-0.191	377	CCDC101
-0.068	377	CCDC102A
-0.239	377	CCDC102B
-0.339	377	CCDC103
-0.278	377	CCDC104
0.0	377	CCDC105
-0.177	377	CCDC106
-0.141	377	CCDC107
-0.208	377	CCDC108
-0.227	377	CCDC109B_ENST00000394650
-0.187	377	CCDC11
-0.342	377	CCDC110
-0.217	377	CCDC111
-0.08800000000000001	377	CCDC112
-0.332	377	CCDC113
-0.322	377	CCDC114
-0.179	377	CCDC115
-0.253	377	CCDC116
-0.09	377	CCDC117
-0.157	377	CCDC12
-0.042	377	CCDC120
-0.157	377	CCDC121
-0.231	377	CCDC122
-0.175	377	CCDC124
-0.19	377	CCDC125
-0.24	377	CCDC126
-0.011	377	CCDC127
-0.217	377	CCDC13
-0.087	377	CCDC130
-0.091	377	CCDC132
-0.086	377	CCDC134
-0.333	377	CCDC135
-0.155	377	CCDC137
-0.139	377	CCDC138
-0.159	377	CCDC14
-0.202	377	CCDC140
-0.316	377	CCDC141
-0.075	377	CCDC142
-0.329	377	CCDC144C
-0.116	377	CCDC144NL
-0.192	377	CCDC146
-0.253	377	CCDC147
-0.311	377	CCDC148
-0.156	377	CCDC149_ENST00000504487
-0.107	377	CCDC15
-0.221	377	CCDC150
-0.252	377	CCDC151
-0.407	377	CCDC152
-0.264	377	CCDC153_ENST00000503566
-0.28300000000000003	377	CCDC154
-0.409	377	CCDC155
-0.174	377	CCDC157
-0.332	377	CCDC158
-0.27	377	CCDC159_ENST00000458408
0.0	377	CCDC160
-0.364	377	CCDC163P
-0.442	377	CCDC169
-0.127	377	CCDC17
-0.07200000000000001	377	CCDC18
-0.197	377	CCDC19
-0.04	377	CCDC22
-0.121	377	CCDC23
-0.28600000000000003	377	CCDC24
-0.071	377	CCDC25
-0.409	377	CCDC27
-0.231	377	CCDC28A
-0.111	377	CCDC28B
-0.262	377	CCDC3
-0.205	377	CCDC30
-0.187	377	CCDC33
-0.257	377	CCDC34
-0.229	377	CCDC36
-0.389	377	CCDC37
-0.583	377	CCDC38
-0.141	377	CCDC39
-0.284	377	CCDC40
-0.05	377	CCDC41
-0.138	377	CCDC42
-0.297	377	CCDC42B
-0.11	377	CCDC43
0.014	377	CCDC47
-0.349	377	CCDC48_ENST00000480450
-0.21600000000000005	377	CCDC50
-0.121	377	CCDC51
-0.197	377	CCDC53
-0.375	377	CCDC54
-0.214	377	CCDC56
-0.319	377	CCDC57_ENST00000389641
-0.266	377	CCDC58
-0.246	377	CCDC59
-0.14300000000000002	377	CCDC6
-0.117	377	CCDC60
-0.23	377	CCDC61
-0.24	377	CCDC62
-0.224	377	CCDC63
-0.314	377	CCDC64
-0.292	377	CCDC64B
-0.27	377	CCDC65
-0.103	377	CCDC66
-0.365	377	CCDC67
-0.211	377	CCDC68
-0.249	377	CCDC69
-0.229	377	CCDC70
-0.1	377	CCDC71
-0.19	377	CCDC73
-0.132	377	CCDC76
-0.105	377	CCDC77
-0.335	377	CCDC78
-0.407	377	CCDC79
-0.404	377	CCDC8
-0.343	377	CCDC80
-0.131	377	CCDC81
-0.114	377	CCDC82
-0.215	377	CCDC83
-0.048	377	CCDC84
-0.232	377	CCDC85A
-0.214	377	CCDC85B
-0.341	377	CCDC85C
-0.112	377	CCDC86
-0.221	377	CCDC87
-0.132	377	CCDC88A
-0.135	377	CCDC88B
-0.289	377	CCDC89
-0.103	377	CCDC9
-0.165	377	CCDC90A
-0.04	377	CCDC90B
-0.214	377	CCDC91
-0.075	377	CCDC92
-0.078	377	CCDC93
-0.151	377	CCDC94
-0.21600000000000005	377	CCDC96
-0.068	377	CCDC97
-0.162	377	CCDC99
-0.07400000000000001	377	CCHCR1
-0.307	377	CCIN
-0.231	377	CCK
-0.109	377	CCKAR
-0.161	377	CCKBR
-0.198	377	CCL1
-0.075	377	CCL11
-0.29	377	CCL13
-0.303	377	CCL17
-0.287	377	CCL19
-0.25	377	CCL2
-0.345	377	CCL20
-0.399	377	CCL21
-0.336	377	CCL22
-0.294	377	CCL24
-0.337	377	CCL25
-0.421	377	CCL27
-0.226	377	CCL28
-0.16899999999999998	377	CCL7
-0.251	377	CCL8
-0.17	377	CCM2
-0.404	377	CCNA1
-0.192	377	CCNA2
-0.284	377	CCNB1
-0.22	377	CCNB1IP1
-0.179	377	CCNB2
-0.075	377	CCNB3
-0.317	377	CCND1
-0.173	377	CCND2
-0.121	377	CCND3
-0.08	377	CCNDBP1
-0.16	377	CCNE1
-0.126	377	CCNE2
-0.12	377	CCNF
-0.206	377	CCNG1
-0.249	377	CCNG2
-0.201	377	CCNH
-0.07	377	CCNI
-0.221	377	CCNI2
-0.173	377	CCNJ
-0.279	377	CCNJL
-0.083	377	CCNK
-0.213	377	CCNL1
-0.152	377	CCNL2
-0.187	377	CCNO
-0.133	377	CCNT1
-0.122	377	CCNT2
-0.16	377	CCNY
-0.157	377	CCNYL1
-0.313	377	CCPG1
-0.419	377	CCR1
-0.203	377	CCR10
-0.433	377	CCR2
-0.32299999999999995	377	CCR3
-0.34	377	CCR4
-0.35700000000000004	377	CCR5
-0.301	377	CCR6
-0.281	377	CCR7
-0.269	377	CCR8
-0.33	377	CCR9
-0.318	377	CCRL1
-0.214	377	CCRL2
-0.35100000000000003	377	CCRN4L
-0.208	377	CCS
0.03	377	CCT2
-0.013	377	CCT3
0.021	377	CCT4
-0.1	377	CCT5
-0.1	377	CCT6A
-0.25	377	CCT6B
-0.021	377	CCT7
-0.012	377	CCT8
-0.38	377	CCT8L2
-0.362	377	CD101
-0.368	377	CD109
-0.417	377	CD14
-0.228	377	CD151
-0.158	377	CD160
-0.257	377	CD163
-0.306	377	CD163L1
-0.274	377	CD164
-0.302	377	CD164L2
-0.129	377	CD177
-0.203	377	CD180
-0.271	377	CD19
-0.3	377	CD1A
-0.16699999999999998	377	CD1B
-0.363	377	CD1C
-0.38	377	CD1D
-0.349	377	CD1E
-0.332	377	CD2
-0.305	377	CD200
-0.379	377	CD200R1
-0.388	377	CD200R1L
-0.207	377	CD207
-0.398	377	CD209
-0.262	377	CD22
-0.345	377	CD226
-0.177	377	CD244
-0.324	377	CD247
-0.285	377	CD248
-0.329	377	CD27
-0.228	377	CD274
-0.369	377	CD276
-0.35	377	CD28
-0.058	377	CD2AP
0.022	377	CD2BP2
-0.155	377	CD300A
-0.369	377	CD300C
-0.309	377	CD300E
-0.469	377	CD300LB
-0.355	377	CD300LD
-0.199	377	CD300LF
-0.384	377	CD300LG
-0.248	377	CD302
-0.284	377	CD320
-0.075	377	CD33
-0.316	377	CD34
-0.417	377	CD36
-0.146	377	CD37
-0.365	377	CD38
-0.34600000000000003	377	CD3D
-0.31	377	CD3E
-0.18600000000000005	377	CD3EAP
-0.386	377	CD3G
-0.339	377	CD4
-0.278	377	CD40
-0.47	377	CD40LG
-0.159	377	CD44
-0.016	377	CD46
-0.099	377	CD47
-0.293	377	CD48
-0.337	377	CD5
-0.304	377	CD52
-0.217	377	CD53
-0.212	377	CD55
-0.203	377	CD58
0.002	377	CD59
-0.298	377	CD5L
-0.279	377	CD6
-0.292	377	CD63
-0.411	377	CD68
-0.365	377	CD69
-0.284	377	CD7
-0.231	377	CD70
-0.248	377	CD72
-0.211	377	CD74
-0.241	377	CD79A
-0.26	377	CD79B
-0.257	377	CD80
-0.114	377	CD81
-0.171	377	CD82
-0.314	377	CD83
-0.16399999999999998	377	CD84
-0.408	377	CD86
-0.303	377	CD8A
-0.349	377	CD8B
-0.395	377	CD9
-0.334	377	CD93
-0.397	377	CD96
-0.241	377	CD97
-0.381	377	CD99
-0.313	377	CD99L2
-0.446	377	CDA
-0.168	377	CDADC1
-0.158	377	CDAN1
-0.101	377	CDC123
-0.184	377	CDC14A
-0.355	377	CDC14B
-0.08800000000000001	377	CDC16
-0.226	377	CDC20
-0.334	377	CDC20B
-0.07	377	CDC23
-0.094	377	CDC25A
-0.06	377	CDC25B_ENST00000245960
-0.273	377	CDC25C
-0.112	377	CDC26
-0.171	377	CDC27
-0.166	377	CDC2L2
-0.142	377	CDC34
-0.115	377	CDC37
-0.098	377	CDC37L1
-0.14400000000000002	377	CDC40
-0.214	377	CDC42
-0.384	377	CDC42BPA
-0.256	377	CDC42BPB
-0.254	377	CDC42BPG_ENST00000342711
-0.324	377	CDC42EP1
-0.243	377	CDC42EP2
-0.262	377	CDC42EP3
-0.179	377	CDC42EP4
-0.246	377	CDC42EP5
-0.184	377	CDC42SE1
-0.187	377	CDC42SE2
-0.061	377	CDC45
-0.045	377	CDC5L
-0.099	377	CDC6
-0.07	377	CDC7
-0.05	377	CDC73
-0.077	377	CDCA2
-0.17600000000000002	377	CDCA3
-0.078	377	CDCA4
0.045	377	CDCA5
-0.127	377	CDCA7
-0.13699999999999998	377	CDCA7L
-0.16899999999999998	377	CDCA8
-0.42	377	CDCP1
-0.224	377	CDCP2
-0.324	377	CDH1
-0.197	377	CDH10
-0.349	377	CDH11
-0.24	377	CDH12
-0.318	377	CDH13
-0.21600000000000005	377	CDH15
-0.348	377	CDH16
-0.334	377	CDH17
-0.09	377	CDH18
-0.133	377	CDH19
-0.317	377	CDH2
-0.424	377	CDH20
-0.279	377	CDH22
-0.331	377	CDH23_ENST00000398809
-0.3670000000000001	377	CDH24
-0.391	377	CDH26
-0.313	377	CDH3
-0.413	377	CDH4
-0.282	377	CDH5
-0.084	377	CDH6
-0.132	377	CDH7
-0.151	377	CDH8
-0.171	377	CDH9
-0.315	377	CDHR1
-0.136	377	CDHR2
-0.331	377	CDHR3
-0.276	377	CDHR4
-0.153	377	CDHR5
-0.139	377	CDIPT
-0.095	377	CDK10
-0.1	377	CDK11A
-0.046	377	CDK12
-0.151	377	CDK13
-0.18600000000000005	377	CDK14
-0.13699999999999998	377	CDK15
-0.206	377	CDK16
-0.067	377	CDK17
-0.16699999999999998	377	CDK18
-0.16899999999999998	377	CDK19
-0.003	377	CDK2
-0.266	377	CDK20_ENST00000325303
-0.049	377	CDK2AP1
-0.196	377	CDK2AP2
-0.037000000000000005	377	CDK4
-0.232	377	CDK5
-0.207	377	CDK5R1
-0.122	377	CDK5R2
-0.038	377	CDK5RAP1
0.054000000000000006	377	CDK5RAP2
-0.18	377	CDK5RAP3
-0.163	377	CDK6
-0.17600000000000002	377	CDK7
-0.084	377	CDK8
-0.08900000000000001	377	CDKAL1
-0.199	377	CDKL1
-0.21600000000000005	377	CDKL2
-0.263	377	CDKL3
-0.278	377	CDKL4_ENST00000378803
-0.496	377	CDKL5
-0.336	377	CDKN1A
-0.202	377	CDKN1B
-0.318	377	CDKN1C
-0.3720000000000001	377	CDKN2A
-0.219	377	CDKN2AIP
-0.224	377	CDKN2AIPNL
-0.324	377	CDKN2B
-0.281	377	CDKN2C
-0.16699999999999998	377	CDKN2D
-0.236	377	CDKN3
-0.195	377	CDNF
-0.093	377	CDO1
-0.419	377	CDON
-0.429	377	CDR1
-0.14	377	CDR2
-0.28800000000000003	377	CDRT1
-0.451	377	CDRT15
-0.284	377	CDRT4
-0.301	377	CDS1
-0.111	377	CDS2
-0.232	377	CDSN
-0.145	377	CDT1
-0.11	377	CDV3
-0.188	377	CDX1
-0.305	377	CDX2
0.0	377	CDX4
-0.069	377	CDYL
-0.152	377	CDYL2
-0.273	377	CEACAM1
-0.171	377	CEACAM16
-0.382	377	CEACAM18
-0.313	377	CEACAM19
-0.243	377	CEACAM20
-0.107	377	CEACAM21
-0.301	377	CEACAM3
-0.322	377	CEACAM4
-0.27	377	CEACAM5
-0.312	377	CEACAM6
-0.161	377	CEACAM7
-0.269	377	CEACAM8
-0.263	377	CEBPA
-0.355	377	CEBPB
-0.315	377	CEBPD
-0.294	377	CEBPE
-0.183	377	CEBPG
-0.008	377	CEBPZ
-0.336	377	CECR1
-0.293	377	CECR2
-0.117	377	CECR5
-0.251	377	CECR6
-0.36	377	CEL
-0.416	377	CELA1
-0.127	377	CELA2A
-0.118	377	CELA2B
-0.108	377	CELA3A
-0.466	377	CELA3B
0.052000000000000005	377	CELF1
-0.284	377	CELF2
-0.315	377	CELF3
-0.35700000000000004	377	CELF4
-0.243	377	CELF5
-0.306	377	CELF6
-0.376	377	CELSR1
-0.36	377	CELSR2
-0.314	377	CELSR3
-0.235	377	CEMP1
-0.274	377	CEND1
-0.228	377	CENPA
-0.248	377	CENPB
-0.16899999999999998	377	CENPBD1
-0.106	377	CENPC1
-0.246	377	CENPE
-0.245	377	CENPF
-0.249	377	CENPH
-0.079	377	CENPI
-0.141	377	CENPJ
-0.202	377	CENPK
-0.099	377	CENPL
-0.16699999999999998	377	CENPM
-0.145	377	CENPN
-0.018000000000000002	377	CENPO
-0.084	377	CENPP
-0.113	377	CENPQ
-0.091	377	CENPT
-0.333	377	CENPV
-0.229	377	CENPW
-0.189	377	CEP120
-0.103	377	CEP135
-0.204	377	CEP152
0.057	377	CEP164
-0.141	377	CEP192
-0.016	377	CEP250
-0.093	377	CEP290
-0.155	377	CEP350
-0.217	377	CEP55
-0.018000000000000002	377	CEP57
-0.142	377	CEP63
0.031	377	CEP68
-0.267	377	CEP70
-0.113	377	CEP72
-0.017	377	CEP76
-0.183	377	CEP78
-0.028	377	CEP97
-0.197	377	CEPT1
-0.134	377	CER1
-0.33	377	CERCAM
-0.109	377	CERK
-0.278	377	CERKL
0.001	377	CES2
-0.361	377	CES3
-0.091	377	CETN1
-0.387	377	CETN2
-0.305	377	CETN3
-0.41	377	CETP
-0.313	377	CFB
-0.133	377	CFC1B
-0.376	377	CFD
-0.108	377	CFDP1
-0.273	377	CFH
-0.09	377	CFHR1
0.0	377	CFHR2
-0.13	377	CFHR3
-0.079	377	CFHR4
-0.139	377	CFHR5
-0.259	377	CFI
-0.14800000000000002	377	CFL1
-0.16899999999999998	377	CFL2
-0.147	377	CFLAR
-0.445	377	CFP
-0.107	377	CFTR
-0.08	377	CGA
-0.333	377	CGB
-0.109	377	CGB5
-0.13	377	CGB7
-0.13699999999999998	377	CGB8
-0.096	377	CGGBP1
0.031	377	CGI-77
-0.218	377	CGN
-0.204	377	CGNL1
-0.409	377	CGREF1
-0.102	377	CGRRF1
-0.206	377	CH25H
-0.287	377	CHAC1_ENST00000446533
-0.324	377	CHAC2
-0.156	377	CHAD
-0.281	377	CHADL
-0.011	377	CHAF1A
-0.046	377	CHAF1B
-0.272	377	CHAT
-0.146	377	CHCHD1
-0.252	377	CHCHD10
-0.232	377	CHCHD2
-0.131	377	CHCHD3
-0.127	377	CHCHD4
-0.245	377	CHCHD5
-0.206	377	CHCHD6
-0.13	377	CHCHD7
-0.112	377	CHCHD8
-0.165	377	CHD1
0.017	377	CHD1L_ENST00000369258
-0.152	377	CHD2
-0.127	377	CHD3
-0.121	377	CHD4
-0.35	377	CHD5
-0.105	377	CHD6
-0.373	377	CHD7
0.081	377	CHD8
-0.077	377	CHD9
-0.205	377	CHDH
0.042	377	CHEK1
-0.026	377	CHEK2
-0.015	377	CHERP
0.02	377	CHFR
-0.225	377	CHGA
-0.244	377	CHGB
-0.304	377	CHI3L1
-0.27	377	CHI3L2
-0.08	377	CHIA
0.08199999999999999	377	CHIC1_ENST00000373502
-0.16399999999999998	377	CHIC2
-0.188	377	CHID1
-0.244	377	CHIT1
-0.243	377	CHKA
-0.198	377	CHKB
-0.285	377	CHL1
-0.365	377	CHM
-0.14800000000000002	377	CHML
-0.104	377	CHMP1A
-0.099	377	CHMP1B
-0.198	377	CHMP2A
-0.166	377	CHMP2B
-0.092	377	CHMP4A
-0.179	377	CHMP4B
-0.28300000000000003	377	CHMP4C
-0.266	377	CHMP5
-0.217	377	CHMP6
0.038	377	CHMP7
-0.155	377	CHN1
-0.337	377	CHN2
-0.281	377	CHODL
-0.056	377	CHORDC1
-0.217	377	CHP2
-0.358	377	CHPF
-0.154	377	CHPF2
-0.202	377	CHPT1
-0.06	377	CHRAC1
-0.245	377	CHRD
-0.338	377	CHRDL1
-0.424	377	CHRDL2
-0.219	377	CHRFAM7A
-0.171	377	CHRM1
-0.136	377	CHRM2
-0.214	377	CHRM3
-0.305	377	CHRM4
-0.255	377	CHRM5
-0.182	377	CHRNA1
-0.187	377	CHRNA10
-0.299	377	CHRNA2
-0.259	377	CHRNA3
-0.22	377	CHRNA4
-0.273	377	CHRNA5
-0.233	377	CHRNA6
-0.28300000000000003	377	CHRNA7
-0.458	377	CHRNA9
-0.314	377	CHRNB1
-0.322	377	CHRNB2
-0.135	377	CHRNB3
-0.33	377	CHRNB4
-0.191	377	CHRND
-0.316	377	CHRNE
-0.194	377	CHRNG
-0.28300000000000003	377	CHST1
-0.061	377	CHST10
-0.217	377	CHST11
-0.26	377	CHST12
-0.338	377	CHST13
-0.202	377	CHST14
-0.39	377	CHST15
-0.222	377	CHST2
-0.332	377	CHST3
-0.316	377	CHST4
-0.366	377	CHST5
-0.325	377	CHST6
-0.087	377	CHST7
-0.107	377	CHST8
-0.457	377	CHST9
-0.212	377	CHSY1
-0.236	377	CHSY3
-0.138	377	CHTF18
-0.068	377	CHUK
-0.117	377	CHURC1
-0.063	377	CIAO1
-0.103	377	CIAPIN1
-0.217	377	CIB1
-0.309	377	CIB2
-0.326	377	CIB3
0.0	377	CIB4
-0.029	377	CIC
-0.277	377	CIDEA_ENST00000320477
-0.299	377	CIDEC
-0.236	377	CIITA
-0.195	377	CILP
-0.362	377	CILP2
-0.037000000000000005	377	CINP
-0.128	377	CIR1
-0.166	377	CIRBP
-0.02	377	CIRH1A
-0.193	377	CISD1
-0.195	377	CISD2
-0.354	377	CISH
-0.092	377	CITED1
-0.278	377	CITED2
-0.29100000000000004	377	CITED4
-0.083	377	CIT_ENST00000261833
-0.024	377	CIZ1
-0.054000000000000006	377	CKAP2
-0.21	377	CKAP2L
-0.276	377	CKAP4
-0.067	377	CKAP5
-0.353	377	CKB
-0.24	377	CKLF
-0.225	377	CKM
-0.313	377	CKMT1A
-0.327	377	CKMT1B
-0.31	377	CKMT2
-0.125	377	CKS1B
-0.182	377	CKS2
-0.117	377	CLASP1
-0.131	377	CLASP2
-0.322	377	CLC
-0.092	377	CLCA1
-0.29600000000000004	377	CLCA2
-0.359	377	CLCA3P
-0.221	377	CLCA4
-0.131	377	CLCC1
-0.307	377	CLCF1
-0.395	377	CLCN1
-0.261	377	CLCN2
-0.05	377	CLCN3
-0.311	377	CLCN4
-0.217	377	CLCN5
-0.083	377	CLCN6
-0.171	377	CLCN7
-0.218	377	CLCNKA
-0.238	377	CLCNKB
-0.201	377	CLDN1
-0.433	377	CLDN10
-0.31	377	CLDN11
-0.324	377	CLDN12
-0.285	377	CLDN14
-0.227	377	CLDN15
-0.193	377	CLDN16
-0.076	377	CLDN17
-0.205	377	CLDN18
-0.157	377	CLDN19
-0.4970000000000001	377	CLDN2
-0.187	377	CLDN20
-0.174	377	CLDN22
-0.376	377	CLDN23
-0.094	377	CLDN25
-0.301	377	CLDN3
-0.327	377	CLDN4
-0.157	377	CLDN5_ENST00000406028
-0.614	377	CLDN6
-0.376	377	CLDN7
-0.135	377	CLDN8
-0.365	377	CLDN9
-0.1	377	CLDND1
-0.242	377	CLDND2
-0.425	377	CLEC10A
-0.398	377	CLEC11A
-0.285	377	CLEC12A
-0.29600000000000004	377	CLEC12B
-0.35200000000000004	377	CLEC14A
-0.033	377	CLEC16A
-0.342	377	CLEC17A
-0.19	377	CLEC18B
-0.398	377	CLEC1A
-0.17800000000000002	377	CLEC1B
-0.202	377	CLEC2A
-0.27	377	CLEC2B
-0.187	377	CLEC2D
-0.197	377	CLEC2L
-0.128	377	CLEC3A
-0.275	377	CLEC3B
-0.441	377	CLEC4A
-0.269	377	CLEC4C
-0.411	377	CLEC4D
-0.386	377	CLEC4E
-0.398	377	CLEC4F
-0.251	377	CLEC4G
-0.29	377	CLEC4M
-0.442	377	CLEC5A
-0.434	377	CLEC6A
-0.4270000000000001	377	CLEC7A
-0.315	377	CLEC9A
-0.445	377	CLECL1
-0.388	377	CLGN
-0.227	377	CLIC1
-0.464	377	CLIC2
-0.338	377	CLIC3
-0.168	377	CLIC4
-0.218	377	CLIC5
-0.263	377	CLIC6
-0.202	377	CLINT1
-0.11	377	CLIP1
-0.332	377	CLIP2
-0.269	377	CLIP3
-0.142	377	CLIP4
-0.17600000000000002	377	CLK1
-0.023	377	CLK2
-0.16399999999999998	377	CLK3
-0.325	377	CLLU1
-0.202	377	CLLU1OS
-0.392	377	CLMN
-0.118	377	CLN3
-0.132	377	CLN5
-0.191	377	CLN6
-0.263	377	CLN8
-0.244	377	CLNK
-0.113	377	CLNS1A
-0.021	377	CLOCK
-0.005	377	CLP1
0.058	377	CLPB
-0.155	377	CLPP
0.0	377	CLPS
-0.117	377	CLPTM1
-0.196	377	CLPTM1L
-0.073	377	CLPX
-0.255	377	CLRN1
0.0	377	CLRN2
-0.412	377	CLRN3
-0.233	377	CLSPN
-0.192	377	CLSTN1
-0.122	377	CLSTN2
-0.243	377	CLSTN3
-0.196	377	CLTA
-0.281	377	CLTB
-0.071	377	CLTC
-0.489	377	CLTCL1
-0.366	377	CLU
-0.127	377	CLUAP1
-0.325	377	CLUL1
-0.243	377	CLVS1
-0.118	377	CLVS2
-0.106	377	CLYBL
-0.443	377	CMA1
-0.151	377	CMAS
-0.293	377	CMBL
-0.208	377	CMC1
-0.317	377	CMKLR1
-0.194	377	CMPK1
-0.311	377	CMPK2
-0.245	377	CMTM1
-0.3670000000000001	377	CMTM2
-0.192	377	CMTM3
-0.253	377	CMTM4
-0.168	377	CMTM5
-0.194	377	CMTM6
-0.199	377	CMTM7
-0.32299999999999995	377	CMTM8
-0.234	377	CMYA5_ENST00000446378
-0.193	377	CNBD1
-0.191	377	CNBP
-0.21	377	CNDP1
0.008	377	CNDP2
-0.226	377	CNFN
-0.245	377	CNGA1
0.0	377	CNGA2
-0.17	377	CNGA3
-0.213	377	CNGA4
-0.41	377	CNGB1
-0.311	377	CNGB3
-0.239	377	CNIH
-0.219	377	CNIH2
-0.268	377	CNIH3
-0.28	377	CNIH4
-0.292	377	CNKSR1
-0.436	377	CNKSR2
-0.287	377	CNKSR3
-0.466	377	CNN1
-0.14	377	CNN2
-0.188	377	CNN3
-0.484	377	CNNM1
-0.085	377	CNNM2
-0.136	377	CNNM3
-0.09	377	CNNM4
-0.142	377	CNO
0.041	377	CNOT1
-0.07200000000000001	377	CNOT10
-0.071	377	CNOT2
0.006	377	CNOT3
-0.113	377	CNOT4
-0.114	377	CNOT6
-0.157	377	CNOT6L
-0.036000000000000004	377	CNOT7
-0.221	377	CNOT8
-0.163	377	CNP
-0.31	377	CNPY1
-0.183	377	CNPY2
-0.174	377	CNPY3
-0.232	377	CNPY4
-0.171	377	CNR1
-0.238	377	CNR2
-0.158	377	CNRIP1
-0.258	377	CNST
-0.174	377	CNTD1
-0.3	377	CNTD2
-0.206	377	CNTF
-0.159	377	CNTFR
-0.139	377	CNTLN
-0.221	377	CNTN1
-0.26	377	CNTN2
-0.183	377	CNTN3
-0.218	377	CNTN4
-0.17800000000000002	377	CNTN5
-0.184	377	CNTN6
-0.173	377	CNTNAP1
-0.244	377	CNTNAP2
-0.33	377	CNTNAP3
-0.208	377	CNTNAP4_ENST00000307431
-0.086	377	CNTNAP5
-0.302	377	CNTROB
-0.092	377	COASY
-0.245	377	COBL
-0.322	377	COBLL1
0.003	377	COBRA1
-0.35200000000000004	377	COCH
-0.292	377	COE4_HUMAN
0.043	377	COG1
-0.028	377	COG2
-0.026	377	COG3
-0.086	377	COG4
-0.165	377	COG5
-0.097	377	COG6
0.001	377	COG7
-0.028	377	COG8
-0.122	377	COIL
-0.28800000000000003	377	COL10A1
-0.093	377	COL11A1
-0.256	377	COL11A2
-0.242	377	COL12A1
-0.417	377	COL13A1
-0.237	377	COL14A1
-0.187	377	COL15A1
-0.222	377	COL16A1
-0.232	377	COL17A1
-0.159	377	COL18A1
-0.343	377	COL19A1
-0.281	377	COL1A1
-0.339	377	COL1A2
-0.322	377	COL20A1
-0.104	377	COL21A1
-0.293	377	COL22A1
-0.422	377	COL23A1
-0.287	377	COL24A1
-0.114	377	COL25A1
-0.28600000000000003	377	COL27A1
-0.259	377	COL28A1
-0.239	377	COL2A1
-0.29	377	COL3A1
-0.245	377	COL4A1
-0.226	377	COL4A2
-0.262	377	COL4A3
-0.17800000000000002	377	COL4A3BP
-0.336	377	COL4A4
-0.414	377	COL4A5
-0.383	377	COL4A6
-0.373	377	COL5A1
-0.208	377	COL5A2
-0.31	377	COL5A3
-0.235	377	COL6A1
-0.267	377	COL6A2
-0.314	377	COL6A3
-0.159	377	COL6A6
-0.326	377	COL7A1
-0.308	377	COL8A1
-0.327	377	COL8A2
-0.369	377	COL9A1
-0.317	377	COL9A2
-0.269	377	COL9A3
-0.226	377	COLEC10
-0.42	377	COLEC11
-0.27	377	COLEC12
-0.232	377	COLQ
-0.13699999999999998	377	COMMD1
-0.196	377	COMMD10
-0.138	377	COMMD2
-0.36	377	COMMD3
-0.168	377	COMMD4
0.046	377	COMMD5
-0.256	377	COMMD6
-0.116	377	COMMD7
-0.19	377	COMMD8
-0.155	377	COMMD9
-0.509	377	COMP
-0.198	377	COMT
-0.249	377	COMTD1
-0.039	377	COPA
-0.021	377	COPB1
0.097	377	COPB2
-0.162	377	COPE
-0.245	377	COPG2
-0.265	377	COPS2
-0.226	377	COPS3
-0.142	377	COPS4
0.07400000000000001	377	COPS5
-0.15	377	COPS6
-0.081	377	COPS7A
0.038	377	COPS7B
-0.104	377	COPS8
-0.055	377	COPZ1
-0.173	377	COQ10A
-0.054000000000000006	377	COQ10B
-0.263	377	COQ2
-0.266	377	COQ3
-0.133	377	COQ4
-0.116	377	COQ5
-0.016	377	COQ6
-0.09	377	COQ7
-0.098	377	COQ9
-0.285	377	CORIN
-0.032	377	CORO1A
-0.142	377	CORO1B
-0.114	377	CORO1C
-0.245	377	CORO2A
-0.29600000000000004	377	CORO2B
-0.36	377	CORO6
-0.185	377	CORO7
-0.198	377	CORT
-0.302	377	COTL1
-0.17800000000000002	377	COX10
-0.086	377	COX11
-0.087	377	COX15
-0.238	377	COX16
-0.246	377	COX17
-0.055	377	COX18
-0.349	377	COX19
-0.293	377	COX4I1
-0.18	377	COX4I2
-0.197	377	COX4NB
-0.21600000000000005	377	COX5A
-0.252	377	COX5B
-0.175	377	COX6A1
-0.194	377	COX6A2
-0.257	377	COX6B1
-0.177	377	COX6B2
-0.126	377	COX6C
-0.18	377	COX7A1
-0.278	377	COX7A2
-0.221	377	COX7A2L
-0.077	377	COX7B
-0.073	377	COX7B2
-0.26	377	COX7C
-0.209	377	COX8A
-0.534	377	COX8C
-0.374	377	CP
-0.49	377	CPA1
-0.314	377	CPA2
-0.4270000000000001	377	CPA3
-0.299	377	CPA4
-0.157	377	CPA5
-0.338	377	CPA6
-0.27	377	CPAMD8
-0.163	377	CPB1
-0.217	377	CPB2
-0.28	377	CPD
-0.257	377	CPE
-0.129	377	CPEB2
-0.236	377	CPEB3
-0.223	377	CPEB4
-0.254	377	CPLX1
-0.378	377	CPLX2
-0.198	377	CPLX3
-0.343	377	CPLX4
-0.35600000000000004	377	CPM
-0.075	377	CPN1
-0.328	377	CPN2
